UF;COD_MUN;NM_MUN;REDE;NOTA
RO;1100338;Nova Mamoré;Estadual;0.0
RO;1100338;Nova Mamoré;Municipal;4.7
RO;1100338;Nova Mamoré;Pública;4.6
RO;1100346;Alvorada D'Oeste;Estadual;5.5
RO;1100346;Alvorada D'Oeste;Municipal;4.7
RO;1100346;Alvorada D'Oeste;Pública;5.2
RO;1100379;Alto Alegre dos Parecis;Estadual;0.0
RO;1100379;Alto Alegre dos Parecis;Municipal;5.1
RO;1100379;Alto Alegre dos Parecis;Pública;5.1
RO;1100403;Alto Paraíso;Estadual;0.0
RO;1100403;Alto Paraíso;Municipal;0.0
RO;1100403;Alto Paraíso;Pública;0.0
RO;1100452;Buritis;Estadual;0.0
RO;1100452;Buritis;Municipal;4.9
RO;1100452;Buritis;Pública;4.9
RO;1100502;Novo Horizonte do Oeste;Estadual;0.0
RO;1100502;Novo Horizonte do Oeste;Municipal;5.4
RO;1100502;Novo Horizonte do Oeste;Pública;5.4
RO;1100601;Cacaulândia;Municipal;0.0
RO;1100601;Cacaulândia;Pública;0.0
RO;1100700;Campo Novo de Rondônia;Estadual;0.0
RO;1100700;Campo Novo de Rondônia;Municipal;5.5
RO;1100700;Campo Novo de Rondônia;Pública;5.5
RO;1100809;Candeias do Jamari;Estadual;5.2
RO;1100809;Candeias do Jamari;Municipal;4.8
RO;1100809;Candeias do Jamari;Pública;4.8
RO;1100908;Castanheiras;Estadual;0.0
RO;1100908;Castanheiras;Pública;0.0
RO;1100924;Chupinguaia;Estadual;0.0
RO;1100924;Chupinguaia;Municipal;0.0
RO;1100924;Chupinguaia;Pública;0.0
RO;1100940;Cujubim;Estadual;0.0
RO;1100940;Cujubim;Municipal;0.0
RO;1100940;Cujubim;Pública;0.0
RO;1101005;Governador Jorge Teixeira;Estadual;0.0
RO;1101005;Governador Jorge Teixeira;Municipal;5.4
RO;1101005;Governador Jorge Teixeira;Pública;5.4
RO;1101104;Itapuã do Oeste;Estadual;0.0
RO;1101104;Itapuã do Oeste;Municipal;5.2
RO;1101104;Itapuã do Oeste;Pública;5.2
RO;1101203;Ministro Andreazza;Estadual;0.0
RO;1101203;Ministro Andreazza;Municipal;5.4
RO;1101203;Ministro Andreazza;Pública;5.4
RO;1101302;Mirante da Serra;Estadual;0.0
RO;1101302;Mirante da Serra;Municipal;5.0
RO;1101302;Mirante da Serra;Pública;5.0
RO;1101401;Monte Negro;Estadual;0.0
RO;1101401;Monte Negro;Municipal;0.0
RO;1101401;Monte Negro;Pública;0.0
RO;1101435;Nova União;Estadual;0.0
RO;1101435;Nova União;Municipal;0.0
RO;1101435;Nova União;Pública;0.0
RO;1101450;Parecis;Estadual;0.0
RO;1101450;Parecis;Municipal;0.0
RO;1101450;Parecis;Pública;0.0
RO;1101468;Pimenteiras do Oeste;Municipal;5.4
RO;1101468;Pimenteiras do Oeste;Pública;5.4
RO;1101476;Primavera de Rondônia;Estadual;0.0
RO;1101476;Primavera de Rondônia;Municipal;0.0
RO;1101476;Primavera de Rondônia;Pública;0.0
RO;1101484;São Felipe D'Oeste;Estadual;0.0
RO;1101484;São Felipe D'Oeste;Municipal;5.2
RO;1101484;São Felipe D'Oeste;Pública;5.2
RO;1101492;São Francisco do Guaporé;Estadual;0.0
RO;1101492;São Francisco do Guaporé;Municipal;5.0
RO;1101492;São Francisco do Guaporé;Pública;5.0
RO;1101500;Seringueiras;Estadual;0.0
RO;1101500;Seringueiras;Municipal;5.0
RO;1101500;Seringueiras;Pública;5.0
RO;1101559;Teixeirópolis;Estadual;0.0
RO;1101559;Teixeirópolis;Municipal;4.8
RO;1101559;Teixeirópolis;Pública;4.8
RO;1101609;Theobroma;Estadual;5.4
RO;1101609;Theobroma;Pública;5.4
RO;1101708;Urupá;Estadual;0.0
RO;1101708;Urupá;Municipal;5.2
RO;1101708;Urupá;Pública;5.2
RO;1101757;Vale do Anari;Estadual;0.0
RO;1101757;Vale do Anari;Municipal;0.0
RO;1101757;Vale do Anari;Pública;0.0
RO;1101807;Vale do Paraíso;Estadual;0.0
RO;1101807;Vale do Paraíso;Municipal;4.9
RO;1101807;Vale do Paraíso;Pública;4.9
AC;1200013;Acrelândia;Estadual;0.0
AC;1200013;Acrelândia;Municipal;5.2
AC;1200013;Acrelândia;Pública;5.2
AC;1200054;Assis Brasil;Estadual;0.0
AC;1200054;Assis Brasil;Municipal;4.7
AC;1200054;Assis Brasil;Pública;4.6
AC;1200104;Brasiléia;Estadual;7.2
AC;1200104;Brasiléia;Municipal;5.3
AC;1200104;Brasiléia;Pública;5.8
AC;1200138;Bujari;Estadual;0.0
AC;1200138;Bujari;Municipal;0.0
AC;1200138;Bujari;Pública;0.0
AC;1200179;Capixaba;Estadual;0.0
AC;1200179;Capixaba;Municipal;0.0
AC;1200179;Capixaba;Pública;0.0
AC;1200203;Cruzeiro do Sul;Estadual;5.9
AC;1200203;Cruzeiro do Sul;Municipal;4.8
AC;1200203;Cruzeiro do Sul;Pública;5.4
AC;1200252;Epitaciolândia;Estadual;0.0
AC;1200252;Epitaciolândia;Municipal;5.3
AC;1200252;Epitaciolândia;Pública;5.3
AC;1200302;Feijó;Estadual;5.8
AC;1200302;Feijó;Municipal;4.4
AC;1200302;Feijó;Pública;5.2
AC;1200328;Jordão;Estadual;0.0
AC;1200328;Jordão;Municipal;4.4
AC;1200328;Jordão;Pública;4.7
AC;1200336;Mâncio Lima;Estadual;0.0
AC;1200336;Mâncio Lima;Municipal;4.5
AC;1200336;Mâncio Lima;Pública;4.5
AC;1200344;Manoel Urbano;Estadual;0.0
AC;1200344;Manoel Urbano;Municipal;4.7
AC;1200344;Manoel Urbano;Pública;4.7
AC;1200351;Marechal Thaumaturgo;Municipal;0.0
AC;1200351;Marechal Thaumaturgo;Pública;0.0
AC;1200385;Plácido de Castro;Estadual;5.3
AC;1200385;Plácido de Castro;Municipal;4.5
AC;1200385;Plácido de Castro;Pública;4.9
AC;1200393;Porto Walter;Estadual;0.0
AC;1200393;Porto Walter;Municipal;4.3
AC;1200393;Porto Walter;Pública;4.3
AC;1200401;Rio Branco;Federal;6.9
AC;1200401;Rio Branco;Estadual;5.7
AC;1200401;Rio Branco;Municipal;5.7
AC;1200401;Rio Branco;Pública;5.7
AC;1200427;Rodrigues Alves;Estadual;0.0
AC;1200427;Rodrigues Alves;Municipal;4.7
AC;1200427;Rodrigues Alves;Pública;4.7
AC;1200435;Santa Rosa do Purus;Municipal;3.1
AC;1200435;Santa Rosa do Purus;Pública;3.1
AC;1200450;Senador Guiomard;Estadual;5.8
AC;1200450;Senador Guiomard;Municipal;5.1
AC;1200450;Senador Guiomard;Pública;5.4
AC;1200500;Sena Madureira;Estadual;4.1
AC;1200500;Sena Madureira;Municipal;5.3
AC;1200500;Sena Madureira;Pública;5.1
AC;1200609;Tarauacá;Estadual;5.6
AC;1200609;Tarauacá;Municipal;4.6
AC;1200609;Tarauacá;Pública;4.8
AC;1200708;Xapuri;Estadual;4.7
AC;1200708;Xapuri;Municipal;5.6
AC;1200708;Xapuri;Pública;5.1
AC;1200807;Porto Acre;Estadual;0.0
AC;1200807;Porto Acre;Municipal;5.1
AC;1200807;Porto Acre;Pública;5.0
AM;1300029;Alvarães;Estadual;5.8
AM;1300029;Alvarães;Municipal;3.5
AM;1300029;Alvarães;Pública;4.5
AM;1300060;Amaturá;Estadual;5.6
AM;1300060;Amaturá;Municipal;4.2
AM;1300060;Amaturá;Pública;4.7
AM;1300086;Anamã;Estadual;6.4
AM;1300086;Anamã;Municipal;4.5
AM;1300086;Anamã;Pública;5.0
AM;1300102;Anori;Estadual;5.6
AM;1300102;Anori;Municipal;4.7
AM;1300102;Anori;Pública;5.0
AM;1300144;Apuí;Estadual;6.2
AM;1300144;Apuí;Municipal;0.0
AM;1300144;Apuí;Pública;5.4
AM;1300201;Atalaia do Norte;Estadual;4.8
AM;1300201;Atalaia do Norte;Municipal;0.0
AM;1300201;Atalaia do Norte;Pública;4.0
AM;1300300;Autazes;Estadual;5.1
AM;1300300;Autazes;Municipal;3.9
AM;1300300;Autazes;Pública;4.6
AM;1300409;Barcelos;Estadual;5.4
AM;1300409;Barcelos;Municipal;4.8
AM;1300409;Barcelos;Pública;5.0
AM;1300508;Barreirinha;Estadual;4.6
AM;1300508;Barreirinha;Municipal;4.2
AM;1300508;Barreirinha;Pública;4.4
AM;1300607;Benjamin Constant;Estadual;5.7
AM;1300607;Benjamin Constant;Municipal;4.5
AM;1300607;Benjamin Constant;Pública;4.7
AM;1300631;Beruri;Estadual;6.1
AM;1300631;Beruri;Municipal;5.0
AM;1300631;Beruri;Pública;5.5
AM;1300680;Boa Vista do Ramos;Estadual;5.9
AM;1300680;Boa Vista do Ramos;Municipal;3.8
AM;1300680;Boa Vista do Ramos;Pública;4.3
AM;1300706;Boca do Acre;Estadual;6.3
AM;1300706;Boca do Acre;Municipal;4.7
AM;1300706;Boca do Acre;Pública;5.4
AM;1300805;Borba;Estadual;5.1
AM;1300805;Borba;Municipal;4.1
AM;1300805;Borba;Pública;4.7
AM;1300839;Caapiranga;Estadual;5.9
AM;1300839;Caapiranga;Municipal;0.0
AM;1300839;Caapiranga;Pública;4.8
AM;1300904;Canutama;Estadual;5.1
AM;1300904;Canutama;Municipal;3.8
AM;1300904;Canutama;Pública;4.2
AM;1301001;Carauari;Estadual;6.2
AM;1301001;Carauari;Municipal;4.2
AM;1301001;Carauari;Pública;4.7
AM;1301100;Careiro;Estadual;5.7
AM;1301100;Careiro;Municipal;4.4
AM;1301100;Careiro;Pública;4.9
AM;1301159;Careiro da Várzea;Estadual;5.4
AM;1301159;Careiro da Várzea;Municipal;4.3
AM;1301159;Careiro da Várzea;Pública;4.6
AM;1301209;Coari;Estadual;5.3
AM;1301209;Coari;Municipal;4.1
AM;1301209;Coari;Pública;4.7
AM;1301308;Codajás;Estadual;4.7
AM;1301308;Codajás;Municipal;4.3
AM;1301308;Codajás;Pública;4.5
AM;1301407;Eirunepé;Estadual;5.2
AM;1301407;Eirunepé;Municipal;3.4
AM;1301407;Eirunepé;Pública;4.2
AM;1301506;Envira;Estadual;5.5
AM;1301506;Envira;Municipal;4.2
AM;1301506;Envira;Pública;5.0
AM;1301605;Fonte Boa;Estadual;4.9
AM;1301605;Fonte Boa;Municipal;3.3
AM;1301605;Fonte Boa;Pública;3.7
AM;1301654;Guajará;Municipal;4.4
AM;1301654;Guajará;Pública;4.4
AM;1301704;Humaitá;Estadual;5.5
AM;1301704;Humaitá;Municipal;4.7
AM;1301704;Humaitá;Pública;4.9
AM;1301803;Ipixuna;Estadual;4.7
AM;1301803;Ipixuna;Municipal;3.4
AM;1301803;Ipixuna;Pública;3.6
AM;1301852;Iranduba;Estadual;4.9
AM;1301852;Iranduba;Municipal;4.4
AM;1301852;Iranduba;Pública;4.4
AM;1301902;Itacoatiara;Estadual;7.4
AM;1301902;Itacoatiara;Municipal;4.7
AM;1301902;Itacoatiara;Pública;5.5
AM;1301951;Itamarati;Estadual;5.6
AM;1301951;Itamarati;Municipal;4.6
AM;1301951;Itamarati;Pública;5.0
AM;1302009;Itapiranga;Estadual;6.0
AM;1302009;Itapiranga;Municipal;4.3
AM;1302009;Itapiranga;Pública;5.1
AM;1302108;Japurá;Estadual;7.6
AM;1302108;Japurá;Municipal;4.8
AM;1302108;Japurá;Pública;5.5
AM;1302207;Juruá;Estadual;5.4
AM;1302207;Juruá;Municipal;3.5
AM;1302207;Juruá;Pública;4.2
AM;1302306;Jutaí;Estadual;5.4
AM;1302306;Jutaí;Municipal;3.6
AM;1302306;Jutaí;Pública;3.9
AM;1302405;Lábrea;Estadual;5.9
AM;1302405;Lábrea;Municipal;3.7
AM;1302405;Lábrea;Pública;4.4
AM;1302504;Manacapuru;Estadual;5.8
AM;1302504;Manacapuru;Municipal;4.8
AM;1302504;Manacapuru;Pública;5.2
AM;1302553;Manaquiri;Estadual;5.7
AM;1302553;Manaquiri;Municipal;0.0
AM;1302553;Manaquiri;Pública;4.6
AM;1302603;Manaus;Estadual;6.2
AM;1302603;Manaus;Municipal;5.5
AM;1302603;Manaus;Pública;5.7
AM;1302702;Manicoré;Estadual;5.8
AM;1302702;Manicoré;Municipal;4.4
AM;1302702;Manicoré;Pública;4.9
AM;1302801;Maraã;Estadual;4.1
AM;1302801;Maraã;Municipal;3.0
AM;1302801;Maraã;Pública;3.5
AM;1302900;Maués;Estadual;5.8
AM;1302900;Maués;Municipal;4.6
AM;1302900;Maués;Pública;5.0
AM;1303007;Nhamundá;Estadual;5.7
AM;1303007;Nhamundá;Municipal;4.8
AM;1303007;Nhamundá;Pública;5.2
AM;1303106;Nova Olinda do Norte;Estadual;5.8
AM;1303106;Nova Olinda do Norte;Municipal;4.4
AM;1303106;Nova Olinda do Norte;Pública;4.9
AM;1303205;Novo Airão;Estadual;7.0
AM;1303205;Novo Airão;Municipal;4.6
AM;1303205;Novo Airão;Pública;5.2
AM;1303304;Novo Aripuanã;Estadual;5.2
AM;1303304;Novo Aripuanã;Municipal;4.3
AM;1303304;Novo Aripuanã;Pública;4.8
AM;1303403;Parintins;Estadual;6.7
AM;1303403;Parintins;Municipal;4.7
AM;1303403;Parintins;Pública;5.5
AM;1303502;Pauini;Estadual;0.0
AM;1303502;Pauini;Municipal;3.1
AM;1303502;Pauini;Pública;3.2
AM;1303536;Presidente Figueiredo;Estadual;0.0
AM;1303536;Presidente Figueiredo;Municipal;5.0
AM;1303536;Presidente Figueiredo;Pública;5.0
AM;1303569;Rio Preto da Eva;Estadual;5.3
AM;1303569;Rio Preto da Eva;Municipal;4.9
AM;1303569;Rio Preto da Eva;Pública;5.0
AM;1303601;Santa Isabel do Rio Negro;Estadual;5.0
AM;1303601;Santa Isabel do Rio Negro;Municipal;4.2
AM;1303601;Santa Isabel do Rio Negro;Pública;4.7
AM;1303700;Santo Antônio do Içá;Estadual;6.3
AM;1303700;Santo Antônio do Içá;Municipal;4.0
AM;1303700;Santo Antônio do Içá;Pública;4.4
AM;1303809;São Gabriel da Cachoeira;Estadual;5.3
AM;1303809;São Gabriel da Cachoeira;Municipal;0.0
AM;1303809;São Gabriel da Cachoeira;Pública;4.6
AM;1303908;São Paulo de Olivença;Estadual;5.0
AM;1303908;São Paulo de Olivença;Municipal;3.9
AM;1303908;São Paulo de Olivença;Pública;4.4
AM;1303957;São Sebastião do Uatumã;Estadual;4.9
AM;1303957;São Sebastião do Uatumã;Municipal;4.5
AM;1303957;São Sebastião do Uatumã;Pública;4.7
AM;1304005;Silves;Estadual;6.5
AM;1304005;Silves;Municipal;4.9
AM;1304005;Silves;Pública;5.2
AM;1304062;Tabatinga;Estadual;5.8
AM;1304062;Tabatinga;Municipal;4.3
AM;1304062;Tabatinga;Pública;4.8
AM;1304104;Tapauá;Estadual;5.1
AM;1304104;Tapauá;Municipal;4.6
AM;1304104;Tapauá;Pública;4.8
AM;1304203;Tefé;Estadual;5.7
AM;1304203;Tefé;Municipal;4.6
AM;1304203;Tefé;Pública;5.1
AM;1304237;Tonantins;Estadual;4.6
AM;1304237;Tonantins;Municipal;3.8
AM;1304237;Tonantins;Pública;3.9
AM;1304260;Uarini;Estadual;5.5
AM;1304260;Uarini;Municipal;3.4
AM;1304260;Uarini;Pública;3.9
AM;1304302;Urucará;Estadual;6.3
AM;1304302;Urucará;Municipal;4.8
AM;1304302;Urucará;Pública;5.0
AM;1304401;Urucurituba;Estadual;5.4
AM;1304401;Urucurituba;Municipal;4.4
AM;1304401;Urucurituba;Pública;4.9
RR;1400027;Amajari;Estadual;0.0
RR;1400027;Amajari;Municipal;0.0
RR;1400027;Amajari;Pública;0.0
RR;1400050;Alto Alegre;Estadual;0.0
RR;1400050;Alto Alegre;Municipal;0.0
RR;1400050;Alto Alegre;Pública;0.0
RR;1400100;Boa Vista;Federal;0.0
RR;1400100;Boa Vista;Estadual;0.0
RR;1400100;Boa Vista;Municipal;5.5
RR;1400100;Boa Vista;Pública;5.5
RR;1400159;Bonfim;Estadual;0.0
RR;1400159;Bonfim;Municipal;4.5
RR;1400159;Bonfim;Pública;4.5
RR;1400175;Cantá;Estadual;0.0
RR;1400175;Cantá;Municipal;0.0
RR;1400175;Cantá;Pública;0.0
RR;1400209;Caracaraí;Estadual;0.0
RR;1400209;Caracaraí;Municipal;0.0
RR;1400209;Caracaraí;Pública;0.0
RR;1400233;Caroebe;Estadual;0.0
RR;1400233;Caroebe;Municipal;0.0
RR;1400233;Caroebe;Pública;0.0
RR;1400282;Iracema;Estadual;0.0
RR;1400282;Iracema;Municipal;4.7
RR;1400282;Iracema;Pública;4.7
RR;1400308;Mucajaí;Estadual;0.0
RR;1400308;Mucajaí;Municipal;4.6
RR;1400308;Mucajaí;Pública;4.6
RR;1400407;Normandia;Estadual;0.0
RR;1400407;Normandia;Municipal;0.0
RR;1400407;Normandia;Pública;0.0
RR;1400456;Pacaraima;Estadual;0.0
RR;1400456;Pacaraima;Municipal;0.0
RR;1400456;Pacaraima;Pública;0.0
RR;1400472;Rorainópolis;Estadual;0.0
RR;1400472;Rorainópolis;Municipal;0.0
RR;1400472;Rorainópolis;Pública;0.0
RR;1400506;São João da Baliza;Estadual;0.0
RR;1400506;São João da Baliza;Municipal;0.0
RR;1400506;São João da Baliza;Pública;0.0
RR;1400605;São Luiz;Estadual;0.0
RR;1400605;São Luiz;Municipal;0.0
RR;1400605;São Luiz;Pública;0.0
RR;1400704;Uiramutã;Estadual;0.0
RR;1400704;Uiramutã;Municipal;0.0
RR;1400704;Uiramutã;Pública;0.0
PA;1500107;Abaetetuba;Municipal;4.2
PA;1500107;Abaetetuba;Pública;4.2
PA;1500131;Abel Figueiredo;Municipal;5.1
PA;1500131;Abel Figueiredo;Pública;5.1
PA;1500206;Acará;Municipal;4.7
PA;1500206;Acará;Pública;4.7
PA;1500305;Afuá;Municipal;3.6
PA;1500305;Afuá;Pública;3.6
PA;1500347;Água Azul do Norte;Municipal;4.3
PA;1500347;Água Azul do Norte;Pública;4.3
PA;1500404;Alenquer;Estadual;4.8
PA;1500404;Alenquer;Municipal;4.2
PA;1500404;Alenquer;Pública;4.3
PA;1500503;Almeirim;Municipal;4.1
PA;1500503;Almeirim;Pública;4.1
PA;1500602;Altamira;Municipal;5.3
PA;1500602;Altamira;Pública;5.3
PA;1500701;Anajás;Estadual;0.0
PA;1500701;Anajás;Municipal;3.3
PA;1500701;Anajás;Pública;3.3
PA;1500800;Ananindeua;Estadual;5.1
PA;1500800;Ananindeua;Municipal;5.5
PA;1500800;Ananindeua;Pública;5.4
PA;1500859;Anapu;Municipal;4.2
PA;1500859;Anapu;Pública;4.2
PA;1500909;Augusto Corrêa;Municipal;4.5
PA;1500909;Augusto Corrêa;Pública;4.5
PA;1500958;Aurora do Pará;Estadual;0.0
PA;1500958;Aurora do Pará;Municipal;4.5
PA;1500958;Aurora do Pará;Pública;4.5
PA;1501006;Aveiro;Municipal;0.0
PA;1501006;Aveiro;Pública;0.0
PA;1501105;Bagre;Municipal;3.8
PA;1501105;Bagre;Pública;3.8
PA;1501204;Baião;Municipal;3.5
PA;1501204;Baião;Pública;3.5
PA;1501253;Bannach;Municipal;0.0
PA;1501253;Bannach;Pública;0.0
PA;1501303;Barcarena;Estadual;0.0
PA;1501303;Barcarena;Municipal;4.7
PA;1501303;Barcarena;Pública;4.7
PA;1501402;Belém;Federal;0.0
PA;1501402;Belém;Estadual;5.0
PA;1501402;Belém;Municipal;4.9
PA;1501402;Belém;Pública;5.0
PA;1501451;Belterra;Municipal;5.0
PA;1501451;Belterra;Pública;5.0
PA;1501501;Benevides;Estadual;6.7
PA;1501501;Benevides;Municipal;6.1
PA;1501501;Benevides;Pública;6.2
PA;1501576;Bom Jesus do Tocantins;Estadual;0.0
PA;1501576;Bom Jesus do Tocantins;Municipal;5.1
PA;1501576;Bom Jesus do Tocantins;Pública;5.0
PA;1501600;Bonito;Estadual;0.0
PA;1501600;Bonito;Municipal;5.0
PA;1501600;Bonito;Pública;5.0
PA;1501709;Bragança;Estadual;4.9
PA;1501709;Bragança;Municipal;4.4
PA;1501709;Bragança;Pública;4.5
PA;1501725;Brasil Novo;Municipal;5.1
PA;1501725;Brasil Novo;Pública;5.1
PA;1501758;Brejo Grande do Araguaia;Municipal;4.9
PA;1501758;Brejo Grande do Araguaia;Pública;4.9
PA;1501782;Breu Branco;Municipal;4.4
PA;1501782;Breu Branco;Pública;4.4
PA;1501808;Breves;Municipal;0.0
PA;1501808;Breves;Pública;0.0
PA;1501907;Bujaru;Municipal;4.5
PA;1501907;Bujaru;Pública;4.5
PA;1501956;Cachoeira do Piriá;Estadual;0.0
PA;1501956;Cachoeira do Piriá;Municipal;4.5
PA;1501956;Cachoeira do Piriá;Pública;4.5
PA;1502004;Cachoeira do Arari;Estadual;4.0
PA;1502004;Cachoeira do Arari;Municipal;4.2
PA;1502004;Cachoeira do Arari;Pública;4.2
PA;1502103;Cametá;Municipal;4.2
PA;1502103;Cametá;Pública;4.2
PA;1502152;Canaã dos Carajás;Municipal;4.8
PA;1502152;Canaã dos Carajás;Pública;4.8
PA;1502202;Capanema;Estadual;5.0
PA;1502202;Capanema;Municipal;4.9
PA;1502202;Capanema;Pública;5.0
PA;1502301;Capitão Poço;Estadual;3.5
PA;1502301;Capitão Poço;Municipal;4.8
PA;1502301;Capitão Poço;Pública;4.7
PA;1502400;Castanhal;Estadual;4.3
PA;1502400;Castanhal;Municipal;4.4
PA;1502400;Castanhal;Pública;4.4
PA;1502509;Chaves;Municipal;0.0
PA;1502509;Chaves;Pública;0.0
PA;1502608;Colares;Estadual;0.0
PA;1502608;Colares;Municipal;4.4
PA;1502608;Colares;Pública;4.4
PA;1502707;Conceição do Araguaia;Estadual;4.6
PA;1502707;Conceição do Araguaia;Municipal;5.0
PA;1502707;Conceição do Araguaia;Pública;4.9
PA;1502756;Concórdia do Pará;Estadual;0.0
PA;1502756;Concórdia do Pará;Municipal;4.5
PA;1502756;Concórdia do Pará;Pública;4.5
PA;1502764;Cumaru do Norte;Municipal;0.0
PA;1502764;Cumaru do Norte;Pública;0.0
PA;1502772;Curionópolis;Estadual;0.0
PA;1502772;Curionópolis;Municipal;5.3
PA;1502772;Curionópolis;Pública;5.3
PA;1502806;Curralinho;Estadual;0.0
PA;1502806;Curralinho;Municipal;3.7
PA;1502806;Curralinho;Pública;3.7
PA;1502855;Curuá;Municipal;4.2
PA;1502855;Curuá;Pública;4.2
PA;1502905;Curuçá;Estadual;0.0
PA;1502905;Curuçá;Municipal;4.5
PA;1502905;Curuçá;Pública;4.5
PA;1502939;Dom Eliseu;Municipal;5.1
PA;1502939;Dom Eliseu;Pública;5.1
PA;1502954;Eldorado do Carajás;Municipal;4.4
PA;1502954;Eldorado do Carajás;Pública;4.4
PA;1503002;Faro;Estadual;0.0
PA;1503002;Faro;Municipal;4.5
PA;1503002;Faro;Pública;4.5
PA;1503044;Floresta do Araguaia;Municipal;4.5
PA;1503044;Floresta do Araguaia;Pública;4.5
PA;1503077;Garrafão do Norte;Municipal;4.0
PA;1503077;Garrafão do Norte;Pública;4.0
PA;1503093;Goianésia do Pará;Municipal;4.7
PA;1503093;Goianésia do Pará;Pública;4.7
PA;1503101;Gurupá;Estadual;0.0
PA;1503101;Gurupá;Municipal;4.2
PA;1503101;Gurupá;Pública;4.2
PA;1503200;Igarapé-Açu;Estadual;4.2
PA;1503200;Igarapé-Açu;Municipal;4.1
PA;1503200;Igarapé-Açu;Pública;4.1
PA;1503309;Igarapé-Miri;Municipal;4.9
PA;1503309;Igarapé-Miri;Pública;4.9
PA;1503408;Inhangapi;Estadual;0.0
PA;1503408;Inhangapi;Municipal;4.6
PA;1503408;Inhangapi;Pública;4.6
PA;1503457;Ipixuna do Pará;Municipal;4.6
PA;1503457;Ipixuna do Pará;Pública;4.6
PA;1503507;Irituia;Estadual;0.0
PA;1503507;Irituia;Municipal;4.4
PA;1503507;Irituia;Pública;4.4
PA;1503606;Itaituba;Municipal;4.7
PA;1503606;Itaituba;Pública;4.7
PA;1503705;Itupiranga;Estadual;0.0
PA;1503705;Itupiranga;Municipal;3.7
PA;1503705;Itupiranga;Pública;3.7
PA;1503754;Jacareacanga;Municipal;0.0
PA;1503754;Jacareacanga;Pública;0.0
PA;1503804;Jacundá;Municipal;4.3
